Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Series A - Santiago 2019,Male Kata, 14 / 16,DURAN KUTLUHAN,TUR,021 Gojushiho Sho,8.4,7.8,8.6,7.8,8.2,8.2,8.2,8.8,7.4,8.4,7.4,8.2,8.4,8.0,24.6
Karate1 Series A - Santiago 2019,Male Kata, 14 / 16,AROS LUIS,CHI,021 Gojushiho Sho,7.2,8.0,6.8,7.4,7.6,7.8,8.4,7.8,7.2,7.2,7.0,6.8,7.8,8.2,22.62
Karate1 Series A - Santiago 2019,Male Kata, 14 / 16,PETRONI GABRIELE,ITA,020 Gojushiho Dai,8.0,7.4,7.4,8.0,8.0,7.8,7.4,8.0,7.0,7.8,7.8,7.4,8.0,7.6,23.2
Karate1 Series A - Santiago 2019,Male Kata, 14 / 16,DE LA PEÑA NARVAEZ MANUEL FABIAN,COL,001 Anan,7.4,8.0,6.8,7.4,7.4,7.6,8.2,6.8,8.0,6.8,7.2,7.0,7.8,8.0,22.28
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,LOPES RAFAEL,BRA,020 Gojushiho Dai,7.2,6.8,6.4,6.8,7.0,6.8,7.4,7.2,6.8,6.6,6.6,6.8,6.8,7.6,20.54
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,TOZAKI GAKUJI,USA,002 Anan Dai,8.2,8.2,8.4,8.2,8.0,7.4,8.0,8.2,8.2,8.2,7.8,8.0,7.6,7.8,24.28
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,MARUANI JONATHAN,FRA,041 Kanku Sho,7.6,7.6,7.0,7.6,7.8,7.8,8.2,7.8,7.4,7.2,7.4,7.8,8.0,8.2,23.0
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,PETRILLO DANIELE,ITA,020 Gojushiho Dai,7.8,7.2,7.2,8.0,8.0,8.6,8.2,7.6,7.0,7.4,7.6,8.0,8.8,8.2,23.62
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,RAMÍREZ ALEJANDRO,COL,099 Unsu,7.8,8.0,8.2,7.8,7.8,8.2,8.0,7.8,8.0,8.4,7.4,7.8,8.4,8.2,23.86
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,TAKARA SORA,JPN,001 Anan,7.4,8.2,8.2,8.2,8.2,8.6,8.2,7.4,8.4,7.8,8.0,8.2,8.8,8.2,24.54
Karate1 Series A - Santiago 2019,Male Kata, 15 / 16,COFRE SOTO ANGEL,CHI,068 Papuren,7.4,7.2,6.8,7.4,7.6,6.8,7.4,7.2,7.0,7.0,7.2,7.0,7.4,7.8,21.82
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,KUMAGAI TAKUYA,JPN,063 Ohan,7.6,8.2,7.8,8.0,8.0,8.8,8.2,7.6,8.0,8.2,7.6,7.6,9.0,8.0,24.02
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,ALARCÓN MEGÍAS MANUEL,CHI,021 Gojushiho Sho,7.2,6.8,6.6,7.2,7.0,6.8,7.0,7.2,6.6,6.8,6.8,6.6,7.0,7.2,20.74
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,LI CHI KONG,HKG,068 Papuren,7.8,7.4,8.2,8.4,8.2,9.0,8.4,7.8,7.0,8.0,8.2,8.2,9.2,8.6,24.68
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,SERJI SOUFIANE,CAN,041 Kanku Sho,7.8,7.6,7.8,7.6,7.8,7.6,7.8,7.6,7.4,7.6,7.4,7.6,7.8,7.8,23.08
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,CHEN CHAO CHING,TPE,001 Anan,8.2,8.0,8.6,8.0,8.2,8.8,8.4,8.2,8.0,8.2,7.8,8.0,9.0,8.6,24.68
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,GATJENS CAMPOS ROY LEE,CRC,099 Unsu,7.6,7.2,7.2,7.6,7.6,8.2,7.8,7.4,7.2,6.8,7.2,7.4,8.6,8.0,22.56
Karate1 Series A - Santiago 2019,Male Kata, 16 / 16,CCAPA KEN,PER,008 Chatanyara Kushanku,7.8,7.6,7.6,7.6,7.8,8.2,8.4,7.6,7.6,7.8,7.4,7.6,8.6,8.6,23.14
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,KIMURA DYUN,BRA,001 Anan,7.8,8.0,8.4,7.4,7.6,7.4,7.8,7.8,7.6,8.4,7.6,7.6,7.6,7.6,23.08
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,TOKESHI IKUMA,JPN,001 Anan,8.0,8.4,8.6,7.6,8.0,7.8,8.2,7.8,8.2,8.6,7.4,7.8,8.0,8.0,24.08
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,DIAZ ANTONIO,VEN,001 Anan,8.2,8.6,8.4,8.0,8.2,8.2,8.2,8.2,8.4,8.4,8.2,8.2,8.0,7.8,24.6
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,PARK HEEJUN,KOR,068 Papuren,8.0,8.6,8.4,7.6,8.0,8.2,8.2,8.2,8.4,8.4,8.0,8.0,8.4,8.2,24.52
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,HUSSAIN MOHAMMAD,KUW,041 Kanku Sho,7.8,8.2,8.2,7.4,8.0,7.8,8.2,7.8,8.0,8.2,8.0,7.8,8.0,8.4,24.0
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,YONEYAMA YUSUKE,JPN,008 Chatanyara Kushanku,8.2,8.4,8.6,7.8,8.4,8.2,8.4,8.2,8.2,8.6,7.8,8.4,8.4,8.0,24.94
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,CONTRERAS DAVID,COL,Suparinpei,8.0,7.8,8.2,7.4,7.8,7.8,7.8,8.0,8.0,8.2,7.4,7.6,8.0,7.6,23.46
Karate1 Series A - Santiago 2019,Male Kata R2-G1, 1 / 1,GUERRINI MAURIZIO,ITA,001 Anan,7.4,7.8,8.0,7.0,7.6,7.4,7.6,7.6,7.6,8.0,7.2,7.4,7.6,7.4,22.6
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,QUINTERO DANIEL,COL,020 Gojushiho Dai,7.4,7.6,7.6,7.6,7.4,8.2,7.4,7.6,7.4,7.4,7.8,7.8,8.2,7.2,22.66
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,OZDEMIR ENES,TUR,041 Kanku Sho,8.2,8.2,8.2,8.0,8.0,8.2,7.6,8.4,8.0,8.0,8.2,8.0,8.2,7.4,24.34
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,GALAN LOPEZ SERGIO,ESP,Suparinpei,8.2,8.4,8.2,8.2,7.6,8.4,7.8,8.2,8.0,8.2,8.4,7.8,8.4,7.6,24.54
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,SHIMBABA ISSEI,JPN,Suparinpei,8.2,8.8,8.2,8.6,8.0,8.6,7.8,8.2,8.6,8.4,8.6,8.2,8.6,7.8,25.06
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,DEL CASTILLO OLIVER,PER,041 Kanku Sho,7.4,8.0,7.8,7.6,7.4,8.2,7.6,7.6,7.8,8.0,7.8,7.6,8.2,7.4,23.06
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,NGOAN FRANCK,FRA,099 Unsu,7.6,8.0,8.0,7.8,7.8,8.2,7.8,7.8,7.8,8.2,8.0,7.6,8.2,7.4,23.6
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,IKEDA RYUSEI,JPN,063 Ohan,8.0,8.4,8.2,8.2,8.2,8.4,7.8,8.2,8.2,8.0,8.0,7.8,8.4,7.6,24.48
Karate1 Series A - Santiago 2019,Male Kata R2-G2, 1 / 1,GALINDO MIGUEL FRANCISCO,VEN,002 Anan Dai,8.0,8.0,8.0,8.2,7.6,8.4,7.8,8.0,7.8,8.0,8.2,7.6,8.2,7.6,23.94
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,NISHIYAMA KAKERU,JPN,002 Anan Dai,8.6,7.8,8.4,8.0,7.8,7.6,7.8,8.4,8.0,8.2,8.0,8.0,7.4,8.0,23.72
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,PAZOS NAYA DANIEL ENRIQUE,VEN,092 Suparinpei,7.4,7.4,7.4,7.6,7.4,6.8,7.4,7.6,7.6,7.4,7.4,7.2,6.6,7.6,22.26
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,CHENG TSZ MAN CHRIS,HKG,002 Anan Dai,8.2,7.8,7.6,8.0,7.4,7.2,7.2,8.0,7.6,7.8,8.0,7.6,7.2,7.8,22.92
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,BUSATO MATTIA,ITA,020 Gojushiho Dai,8.2,7.8,7.4,7.8,7.4,7.4,7.6,8.2,7.8,7.4,8.0,7.4,7.6,7.6,22.86
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,HAYASHIDA CHIKASHI,JPN,020 Gojushiho Dai,8.4,7.8,7.8,8.2,7.6,7.8,7.8,8.4,8.2,7.6,8.0,7.8,7.6,8.2,23.58
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,STOWELL MASON,USA,064 Ohan Dai,7.8,7.8,7.6,7.6,7.8,7.4,7.2,8.0,7.8,7.8,7.6,8.0,7.4,7.6,23.06
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,IMPAGNATIELLO LUCA MATEO,ARG,078 Sansai,7.6,7.8,7.6,7.6,7.6,7.2,7.2,7.8,8.0,7.8,7.8,7.4,7.4,7.8,22.98
Karate1 Series A - Santiago 2019,Male Kata R2-G3, 1 / 1,SHAWKY AHMED,EGY,041 Kanku Sho,8.0,7.8,7.6,7.8,7.8,7.4,7.8,8.0,7.8,7.6,7.8,7.6,7.2,7.8,23.34
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,SATO KAKERU,JPN,008 Chatanyara Kushanku,7.8,7.8,8.0,8.0,8.0,7.4,7.6,8.0,8.0,8.2,8.2,8.2,7.2,8.0,23.78
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,KINJO ARATA,JPN,002 Anan Dai,8.2,8.0,8.2,8.0,7.8,7.6,7.8,8.2,8.2,8.4,7.8,7.6,7.4,7.8,23.8
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,GOKTAS EMRE VEFA,TUR,041 Kanku Sho,8.6,8.2,8.0,8.0,7.8,7.6,7.6,8.4,8.4,8.2,8.2,8.0,7.8,7.6,23.98
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,KATAYAMA YUGO,JPN,008 Chatanyara Kushanku,7.4,8.0,8.0,8.0,7.8,7.6,7.6,7.6,8.0,8.0,7.8,7.8,7.2,7.4,23.34
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,SACRISTANI FRANCO,ITA,015 Gankaku,6.8,7.8,8.0,7.6,7.6,7.2,8.0,6.8,7.8,8.2,7.6,7.4,7.0,7.6,22.88
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,GUILLEN JUNIOR,CHI,015 Gankaku,7.4,7.8,7.4,7.8,7.8,7.6,8.0,7.4,7.8,7.6,8.0,8.0,7.4,7.8,23.2
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,GIRALDO M SAMUEL,COL,020 Gojushiho Dai,7.0,7.6,7.4,7.6,7.4,7.2,7.2,7.2,7.6,7.6,7.8,7.6,6.8,7.4,22.18
Karate1 Series A - Santiago 2019,Male Kata R2-G4, 1 / 1,WANG YI-TA,TPE,002 Anan Dai,8.4,8.0,8.0,8.0,7.8,7.8,8.0,8.6,7.8,8.2,8.0,7.8,7.4,8.2,24.0
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,TREBEJO JHON,PER,041 Kanku Sho,8.2,7.2,8.0,8.0,7.2,7.8,8.4,8.4,7.6,8.2,8.0,7.2,7.8,8.2,23.86
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,MOTO KAZUMASA,JPN,020 Gojushiho Dai,9.2,8.0,9.4,8.0,8.2,8.0,8.2,9.4,8.2,9.4,7.8,8.2,8.2,8.0,24.46
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,ALVAREZ JESUS,VEN,092 Suparinpei,8.4,8.4,7.6,7.8,7.6,8.0,8.4,8.6,8.8,7.6,8.0,7.6,8.0,8.2,24.2
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,WONG ALFARO MARIANO FABRICIO ,PER,015 Gankaku,8.6,8.6,8.4,8.0,7.2,7.8,8.2,8.4,8.4,8.0,8.0,7.2,7.8,8.2,24.48
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,TORRES GUTIERREZ ARIEL,USA,002 Anan Dai,8.6,8.6,8.8,8.2,7.6,8.4,8.4,9.0,9.0,8.6,8.0,7.6,8.4,8.2,25.34
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,YAMAZAKI FUMIYA,JPN,092 Suparinpei,8.4,8.2,8.4,8.2,7.2,8.0,7.8,8.6,8.4,8.2,8.2,7.2,7.8,7.8,24.34
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,KIKUCHI RYONOSUKE,JPN,092 Suparinpei,8.8,8.6,8.4,8.2,7.8,8.2,8.2,9.2,8.8,8.2,8.4,7.8,8.2,8.2,24.8
Karate1 Series A - Santiago 2019,Male Kata R2-G5, 1 / 1,MONTARELLO ENZO,FRA,020 Gojushiho Dai,8.4,8.4,8.4,8.0,7.0,8.0,8.2,8.4,8.4,8.0,8.0,7.0,8.0,8.0,24.42
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,SHIMOMURA SEREN,JPN,002 Anan Dai,8.8,8.2,8.4,8.4,8.4,8.6,8.4,8.8,8.6,8.6,8.6,8.4,8.8,8.0,25.38
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,CENCION HECTOR,PAN,015 Gankaku,8.2,7.8,8.0,8.4,8.2,8.4,8.6,8.2,8.2,8.0,8.4,8.4,8.4,8.6,24.86
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,NUVOLONI CHRISTIAN,ITA,063 Ohan,7.4,7.4,7.8,8.2,8.0,7.4,8.0,7.4,7.6,7.8,8.4,7.8,7.2,8.0,23.2
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,ELHAKIMI ADNANE,MAR,021 Gojushiho Sho,8.6,8.2,8.2,8.4,7.8,8.4,8.4,8.6,8.4,8.0,8.6,7.8,8.8,8.2,25.06
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,SOFUOGLU ALI,TUR,020 Gojushiho Dai,9.0,8.0,8.2,8.4,8.0,9.4,8.6,9.0,8.4,8.2,8.6,7.8,9.2,8.6,25.32
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,CARBONELL LOPEZ JOSE MANUEL,ESP,015 Gankaku,7.4,8.2,8.4,8.2,8.6,9.0,8.0,8.4,8.4,8.6,8.4,8.6,9.2,8.0,24.98
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,YUEN SHAUN,AUS,001 Anan,7.8,8.0,8.0,8.2,7.2,8.4,8.2,8.2,8.6,8.6,8.2,8.4,8.6,8.0,24.5
Karate1 Series A - Santiago 2019,Male Kata R2-G6, 1 / 1,MATSUDA RYUKI,JPN,008 Chatanyara Kushanku,8.2,8.0,8.2,8.4,8.4,8.4,8.0,8.6,8.2,8.2,8.6,8.4,8.4,8.2,24.86
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,MANZANA DIAZ ALEJANDRO,ESP,008 Chatanyara Kushanku,8.2,7.8,7.8,8.0,8.2,7.8,8.4,7.8,7.4,8.2,7.8,8.0,8.2,8.6,24.0
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,LAM CARLOS,PER,015 Gankaku,7.8,8.2,7.4,8.2,8.0,8.0,8.4,8.0,8.0,7.8,7.6,8.0,8.2,8.6,24.14
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,ARKA BANERJEE,IND,009 Chibana No Kushanku,7.4,7.2,6.8,7.4,7.6,7.8,7.6,6.8,7.0,7.2,7.2,7.4,8.2,8.0,22.22
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,AYATO KAI,JPN,099 Unsu,8.8,8.4,8.4,8.2,8.2,8.4,8.8,9.0,8.4,8.2,8.2,8.2,8.6,9.0,25.2
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,SEKINE TOMU,JPN,008 Chatanyara Kushanku,8.6,8.0,8.6,8.0,8.0,8.4,8.8,8.2,7.8,8.2,7.8,8.0,8.2,9.0,24.82
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,DURAN KUTLUHAN,TUR,020 Gojushiho Dai,8.4,7.6,8.8,8.4,8.4,8.6,9.0,8.8,7.2,8.6,8.2,8.4,8.4,9.2,25.4
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,MARTINEZ JOSEPH,USA,092 Suparinpei,7.8,8.6,8.2,8.0,8.0,8.6,8.2,8.0,8.4,8.0,8.0,7.8,8.2,8.4,24.34
Karate1 Series A - Santiago 2019,Male Kata R2-G7, 1 / 1,PETRONI GABRIELE,ITA,099 Unsu,8.4,7.8,7.8,8.2,8.0,8.2,8.2,7.8,7.4,7.8,7.8,7.4,8.0,8.4,24.1
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,CCAPA KEN,PER,002 Anan Dai,7.6,7.6,8.2,8.0,8.0,8.4,8.4,7.8,7.6,8.4,7.6,8.0,8.2,8.6,24.14
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,CHEN CHAO CHING,TPE,068 Papuren,8.4,8.2,8.6,8.4,8.6,8.4,8.6,8.4,8.0,8.4,8.2,8.4,8.8,9.0,25.34
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,KUMAGAI TAKUYA,JPN,092 Suparinpei,8.8,7.8,8.2,8.2,8.0,8.4,8.6,8.4,7.8,8.0,7.8,7.8,8.6,8.8,24.62
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,PETRILLO DANIELE,ITA,099 Unsu,8.4,8.0,7.6,7.8,8.2,8.2,8.8,8.6,7.6,7.8,7.8,8.0,8.6,9.0,24.4
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,TAKARA SORA,JPN,092 Suparinpei,8.4,7.6,7.2,8.4,8.2,8.6,8.8,8.2,8.0,7.4,8.2,8.2,8.2,8.8,24.88
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,RAMÍREZ ALEJANDRO,COL,021 Gojushiho Sho,8.8,7.6,8.2,7.6,8.0,8.4,8.6,8.8,7.4,8.4,7.4,7.8,8.4,9.0,24.6
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,LI CHI KONG,HKG,092 Suparinpei,8.4,7.4,8.4,8.2,8.2,8.8,8.6,8.4,7.2,8.2,8.0,8.0,8.4,8.8,24.88
Karate1 Series A - Santiago 2019,Male Kata R2-G8, 1 / 1,TOZAKI GAKUJI,USA,092 Suparinpei,9.0,8.6,8.4,8.2,8.4,8.8,8.6,8.6,8.4,8.2,8.0,8.6,8.6,9.0,25.6
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,TOKESHI IKUMA,JPN,047 Kururunfa,8.0,8.4,8.4,7.4,8.0,8.2,8.4,8.0,8.0,8.4,7.4,8.2,8.2,8.2,24.54
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,GALAN LOPEZ SERGIO,ESP,008 Chatanyara Kushanku,8.2,8.4,8.4,7.6,7.8,8.2,8.2,8.2,8.4,8.4,7.8,8.0,8.4,8.0,24.6
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,SHIMBABA ISSEI,JPN,068 Papuren,8.2,8.8,8.6,8.0,8.6,8.4,8.6,8.2,8.6,8.6,8.0,8.8,8.2,8.4,25.48
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,PARK HEEJUN,KOR,Suparinpei,8.0,8.2,8.4,7.4,8.2,8.2,8.2,8.0,8.2,8.4,8.0,8.4,8.0,8.0,24.48
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,OZDEMIR ENES,TUR,099 Unsu,8.2,8.4,8.2,8.2,8.2,8.2,8.4,8.4,8.2,8.2,8.4,8.4,8.4,8.2,24.72
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,YONEYAMA YUSUKE,JPN,Suparinpei,8.2,8.6,8.6,7.8,8.4,8.4,8.4,8.2,8.2,8.4,8.0,8.2,8.4,8.2,25.02
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,IKEDA RYUSEI,JPN,064 Ohan Dai,8.0,8.4,8.4,8.0,8.4,8.2,8.6,8.2,8.2,8.4,7.8,8.2,8.2,8.4,24.88
Karate1 Series A - Santiago 2019,Male Kata R3-G1, 1 / 1,DIAZ ANTONIO,VEN,Suparinpei,8.2,8.4,8.6,7.6,8.4,8.4,8.4,8.2,8.2,8.4,7.8,8.4,8.2,8.2,25.02
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,WANG YI-TA,TPE,063 Ohan,8.6,8.2,8.4,8.0,7.8,7.6,8.0,8.4,8.0,8.2,7.8,8.0,7.2,7.8,24.08
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,SHAWKY AHMED,EGY,078 Sansai,7.8,8.0,7.8,7.8,8.0,8.0,7.6,7.6,7.8,7.6,7.6,8.0,7.8,7.4,23.42
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,STOWELL MASON,USA,092 Suparinpei,7.4,7.8,8.0,8.0,7.8,7.4,7.2,7.6,7.8,7.8,7.8,7.8,7.6,7.4,23.06
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,SATO KAKERU,JPN,068 Papuren,7.8,8.0,8.2,8.2,7.6,7.6,7.4,7.8,8.0,8.0,8.0,7.4,7.2,7.6,23.4
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,KINJO ARATA,JPN,092 Suparinpei,8.4,8.2,8.2,8.4,7.8,7.8,8.2,8.2,7.8,8.2,8.2,8.0,7.6,8.0,24.48
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,GOKTAS EMRE VEFA,TUR,020 Gojushiho Dai,9.0,8.4,8.2,8.2,7.8,8.0,7.6,9.0,8.4,8.0,8.2,8.0,8.2,7.4,24.4
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,NISHIYAMA KAKERU,JPN,092 Suparinpei,8.8,8.2,8.2,8.0,7.6,7.8,8.4,8.6,8.2,8.2,7.8,7.6,7.6,8.2,24.34
Karate1 Series A - Santiago 2019,Male Kata R3-G2, 1 / 1,HAYASHIDA CHIKASHI,JPN,021 Gojushiho Sho,8.2,8.6,8.2,8.0,7.6,8.2,8.2,8.2,8.4,8.0,7.8,7.8,7.8,8.4,24.42
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,CARBONELL LOPEZ JOSE MANUEL,ESP,002 Anan Dai,8.2,8.4,7.8,7.8,8.4,8.8,8.4,8.4,8.6,7.6,8.0,8.2,9.2,8.6,25.06
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,KIKUCHI RYONOSUKE,JPN,064 Ohan Dai,8.6,8.8,8.4,9.2,8.2,9.2,8.6,8.4,8.8,8.4,9.2,8.0,9.4,8.8,26.0
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,MOTO KAZUMASA,JPN,021 Gojushiho Sho,8.8,9.2,8.4,9.4,8.6,9.6,9.0,8.6,9.0,7.6,9.4,8.4,9.6,9.2,26.94
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,SHIMOMURA SEREN,JPN,064 Ohan Dai,8.8,9.0,8.2,8.4,8.0,8.6,9.0,9.0,9.4,8.4,8.4,8.4,9.0,9.0,25.98
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,ELHAKIMI ADNANE,MAR,099 Unsu,8.6,9.4,8.2,8.6,8.6,8.4,9.0,8.8,9.4,7.8,8.6,8.6,8.8,9.0,25.92
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,WONG ALFARO MARIANO FABRICIO ,PER,041 Kanku Sho,8.6,9.2,7.8,8.4,8.2,8.6,9.0,8.6,9.4,7.8,9.0,8.4,8.8,8.8,25.78
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,SOFUOGLU ALI,TUR,099 Unsu,8.4,8.6,8.4,9.0,8.6,9.6,9.2,8.6,8.8,8.0,9.0,8.6,9.4,9.4,26.26
Karate1 Series A - Santiago 2019,Male Kata R3-G3, 1 / 1,TORRES GUTIERREZ ARIEL,USA,092 Suparinpei,9.0,9.6,8.2,8.8,8.2,8.8,9.0,9.0,9.4,8.2,9.4,8.6,9.0,8.8,26.66
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,DURAN KUTLUHAN,TUR,099 Unsu,8.0,8.0,8.8,8.2,8.4,8.6,8.6,8.0,7.6,8.6,8.0,8.2,8.8,8.8,25.08
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,CHEN CHAO CHING,TPE,002 Anan Dai,8.6,8.6,8.4,8.4,8.4,8.2,8.2,8.6,8.4,8.2,8.0,8.4,8.4,8.4,25.2
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,TOZAKI GAKUJI,USA,008 Chatanyara Kushanku,8.8,8.8,7.8,8.4,8.6,8.8,8.6,8.6,8.6,8.2,8.2,8.6,9.0,9.0,25.94
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,SEKINE TOMU,JPN,068 Papuren,7.8,8.2,8.2,8.4,8.4,8.6,8.4,7.8,8.4,8.2,8.2,8.2,8.8,8.4,24.94
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,AYATO KAI,JPN,020 Gojushiho Dai,8.6,7.8,7.8,8.6,8.6,8.4,8.4,8.4,7.6,8.4,8.4,8.6,8.6,8.6,25.4
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,TAKARA SORA,JPN,002 Anan Dai,8.2,8.0,8.0,8.4,8.4,8.4,8.2,8.2,8.0,7.8,8.2,8.2,8.6,8.0,24.68
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,MARTINEZ JOSEPH,USA,047 Kururunfa,8.8,8.8,8.4,8.6,8.4,8.8,8.4,8.8,8.6,8.2,8.4,8.4,8.6,8.6,25.74
Karate1 Series A - Santiago 2019,Male Kata R3-G4, 1 / 1,LI CHI KONG,HKG,001 Anan,8.6,7.8,8.2,8.2,8.2,8.8,8.6,8.4,7.6,7.8,8.0,8.0,9.0,8.6,24.82
Karate1 Series A - Santiago 2019,Male Kata R4-G1, 1 / 1,DIAZ ANTONIO,VEN,002 Anan Dai,9.0,8.8,8.4,8.8,8.4,8.6,8.6,8.6,8.8,8.4,8.6,8.2,8.4,8.0,25.82
