Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,GALLO GIANLUCA,ITA,099 Unsu,7.4,7.4,8.2,8.4,8.4,8.2,8.4,7.4,7.8,8.2,8.2,8.2,8.0,8.4,24.68
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,047 Kururunfa,8.8,8.2,8.8,8.8,9.0,9.0,8.8,9.0,7.8,9.0,8.6,8.6,8.8,8.4,26.28
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,SOFUOGLU ALI,TUR,099 Unsu,8.2,9.6,8.4,8.0,7.8,8.8,8.2,8.2,9.4,8.2,8.0,7.8,8.8,8.6,24.86
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,DIAZ ANTONIO,VEN,002 Anan Dai,8.2,8.4,8.0,7.8,8.2,8.0,8.0,8.0,8.2,8.0,7.8,8.2,8.0,8.2,24.2
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,SMORGUNER ILJA,GER,064 Ohan Dai,7.8,8.2,8.2,7.6,8.4,7.8,8.4,7.8,8.4,8.0,7.6,8.4,8.2,8.0,24.2
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,HEYDAROV ROMAN,AZE,021 Gojushiho Sho,8.0,8.6,8.4,8.2,8.0,8.4,8.2,8.0,8.2,8.4,8.0,8.0,8.4,8.2,24.68
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,GOKTAS EMRE VEFA,TUR,021 Gojushiho Sho,8.4,9.2,8.2,8.2,8.6,8.6,7.8,8.4,9.0,8.4,8.4,8.4,8.6,8.2,25.2
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,SHAWKY AHMED,EGY,078 Sansai,8.2,8.4,7.8,8.6,8.4,8.2,8.4,8.4,8.2,8.0,8.6,8.2,8.6,8.6,25.06
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,TOZAKI GAKUJI,USA,064 Ohan Dai,8.6,8.4,8.0,8.2,8.6,8.6,8.0,8.4,8.4,8.0,8.0,8.8,8.8,8.2,25.14
Karate1 Premier League - Salzburg 2020,Male Kata R2-G1, 1 / 1,CARBONELL LOPEZ JOSE MANUEL,ESP,099 Unsu,7.8,8.0,7.6,7.8,7.6,7.6,7.8,7.6,8.4,7.4,8.0,7.6,7.6,8.0,23.2
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,IODICE ALESSANDRO,ITA,099 Unsu,7.6,7.8,8.0,8.4,7.8,8.8,8.2,8.0,8.2,8.2,8.4,8.0,8.6,8.2,24.18
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,GALAN LOPEZ SERGIO,ESP,008 Chatanyara Kushanku,7.8,8.2,8.2,8.6,8.0,9.2,7.6,8.4,8.4,8.2,8.2,7.8,9.0,8.6,24.58
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,OZDEMIR ENES,TUR,041 Kanku Sho,8.4,8.4,8.4,8.0,8.2,8.6,8.6,8.0,8.6,8.4,8.4,8.0,8.8,8.6,25.26
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,PARK HEEJUN,KOR,064 Ohan Dai,7.2,7.4,8.2,8.2,7.8,9.0,7.8,7.6,7.8,8.4,8.2,7.8,9.2,8.6,23.98
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,GALLO GIANLUCA,ITA,021 Gojushiho Sho,7.2,8.0,8.2,8.4,7.6,8.6,8.2,7.2,8.0,8.2,8.6,7.8,8.8,8.2,24.4
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,MOTO KAZUMASA,JPN,099 Unsu,8.2,8.4,8.4,9.2,8.4,9.6,9.2,8.2,8.4,8.2,8.8,8.4,9.4,9.0,25.88
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,BUSATO MATTIA,ITA,099 Unsu,7.0,8.2,8.4,8.8,8.2,9.2,7.8,7.8,8.6,8.4,8.6,8.2,9.0,8.6,25.04
Karate1 Premier League - Salzburg 2020,Male Kata R2-G2, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,001 Anan,8.6,8.6,8.6,9.4,8.6,9.4,8.6,8.6,8.6,8.4,9.2,8.6,9.6,8.4,25.8
Karate1 Premier League - Salzburg 2020,Male Kata R3-G1, 1 / 1,TOZAKI GAKUJI,USA,092 Suparinpei,8.4,8.4,8.2,8.4,8.4,8.4,8.2,8.4,8.4,8.2,8.4,8.4,8.2,8.0,25.14
Karate1 Premier League - Salzburg 2020,Male Kata R3-G1, 1 / 1,SHAWKY AHMED,EGY,041 Kanku Sho,8.2,8.2,8.4,8.0,8.2,8.2,8.0,8.2,8.2,8.4,8.2,8.2,8.0,8.0,24.6
Karate1 Premier League - Salzburg 2020,Male Kata R3-G1, 1 / 1,GOKTAS EMRE VEFA,TUR,099 Unsu,8.6,8.8,8.6,8.8,8.6,8.6,8.6,8.6,8.8,8.6,8.8,8.4,8.4,8.4,25.74
Karate1 Premier League - Salzburg 2020,Male Kata R3-G1, 1 / 1,SOFUOGLU ALI,TUR,041 Kanku Sho,9.0,9.0,8.8,9.0,8.0,8.8,8.4,9.0,9.0,8.8,9.0,8.2,8.6,8.2,26.54
Karate1 Premier League - Salzburg 2020,Male Kata R3-G2, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,002 Anan Dai,8.6,8.2,8.4,8.8,8.6,8.6,9.4,8.4,8.8,8.6,8.8,8.4,8.6,9.6,25.86
Karate1 Premier League - Salzburg 2020,Male Kata R3-G2, 1 / 1,MOTO KAZUMASA,JPN,021 Gojushiho Sho,8.6,8.8,9.0,9.0,8.8,8.8,9.8,8.6,8.4,8.8,9.2,8.4,8.8,9.4,26.48
Karate1 Premier League - Salzburg 2020,Male Kata R3-G2, 1 / 1,OZDEMIR ENES,TUR,099 Unsu,8.4,8.0,8.8,8.6,8.2,8.4,9.8,8.4,8.2,8.6,8.8,8.6,8.6,9.4,25.52
Karate1 Premier League - Salzburg 2020,Male Kata R3-G2, 1 / 1,BUSATO MATTIA,ITA,015 Gankaku,8.4,8.4,8.6,8.6,8.0,8.4,9.6,8.6,8.4,8.8,8.6,8.2,8.4,9.8,25.46
Karate1 Premier League - Salzburg 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,GOKTAS EMRE VEFA,TUR,015 Gankaku,8.4,9.2,9.2,8.4,8.4,8.4,9.0,8.4,9.4,9.0,8.6,8.0,8.6,9.0,25.92
Karate1 Premier League - Salzburg 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,OZDEMIR ENES,TUR,015 Gankaku,8.0,9.4,8.4,8.2,8.6,8.8,8.6,8.2,9.6,8.6,8.4,8.6,8.8,8.6,25.66
Karate1 Premier League - Salzburg 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,TOZAKI GAKUJI,USA,049 Kyan No Chinto,8.2,8.6,8.4,8.4,8.4,8.4,8.0,8.4,8.4,8.6,8.4,8.2,8.2,8.2,25.14
Karate1 Premier League - Salzburg 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,008 Chatanyara Kushanku,8.8,8.8,8.6,8.6,8.8,8.8,8.4,8.8,8.6,8.4,8.6,9.0,8.6,8.6,26.08
Karate1 Premier League - Salzburg 2020,Male Kata R4 Gold Medal Match, 1 / 1,SOFUOGLU ALI,TUR,021 Gojushiho Sho,8.8,8.4,8.8,8.6,9.0,9.4,8.8,9.2,8.4,8.6,8.6,9.2,9.6,8.8,26.46
Karate1 Premier League - Salzburg 2020,Male Kata R4 Gold Medal Match, 1 / 1,MOTO KAZUMASA,JPN,015 Gankaku,9.4,8.8,9.0,8.8,9.4,9.6,9.2,9.2,8.6,8.8,8.4,9.6,9.4,9.2,27.48
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,ROY RUBIO RAQUEL,ESP,068 Papuren,7.8,7.0,7.0,7.4,7.8,7.8,7.6,7.8,6.8,7.8,7.4,7.6,7.8,7.4,22.8
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,D ONOFRIO TERRYANA,ITA,002 Anan Dai,7.6,8.4,7.8,7.6,8.2,7.6,7.8,8.0,8.2,7.8,7.4,7.8,7.8,7.6,23.26
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,TARARATTANAKUL MONSICHA ,THA,002 Anan Dai,7.2,6.6,6.8,7.0,7.0,8.4,7.4,7.2,7.4,7.2,7.0,6.8,8.2,7.2,21.32
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,JOVANOSKA PULEKSENIJA,MKD,047 Kururunfa,6.8,6.2,8.0,7.4,7.4,7.8,7.2,7.6,6.6,7.6,7.4,7.4,8.0,7.2,22.12
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,FURSAVA MARYIA,BLR,068 Papuren,7.4,7.6,7.6,7.2,6.8,7.4,6.8,7.4,7.0,7.4,7.2,6.6,7.4,6.6,21.88
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,BRAZDOVA EMA,SVK,068 Papuren,6.6,6.2,6.8,6.8,7.2,8.2,6.8,6.8,5.8,6.6,6.6,7.2,8.2,6.4,20.28
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,PAYNE NATALIE,ENG,008 Chatanyara Kushanku,7.2,7.4,7.2,7.2,6.6,7.2,7.0,7.0,7.0,7.0,7.0,6.6,7.2,6.8,21.42
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,AFSANEH MAHSA,IRI,009 Chibana No Kushanku,7.8,7.8,7.8,8.0,8.4,8.4,7.8,8.2,8.0,7.8,8.2,8.4,8.4,7.8,23.84
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,NGO HA THI,CAN,002 Anan Dai,8.0,7.8,7.4,7.4,8.0,8.2,7.2,7.6,7.4,7.4,7.4,8.0,8.2,7.0,22.96
Karate1 Premier League - Dubai 2020,Female Kata, 1 / 4,JUETTNER JASMIN,GER,078 Sansai,7.8,7.0,7.2,7.6,8.2,7.0,7.4,7.4,7.0,7.2,7.8,8.4,7.4,7.0,22.14
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,ARMADA RUIZ ANDREA,VEN,078 Sansai,6.8,7.2,6.8,7.2,7.6,6.8,7.4,6.8,7.0,6.8,7.0,7.2,7.0,7.2,21.14
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,CUKANOVA MICHAELA,SVK,001 Anan,7.2,6.8,7.2,7.2,7.0,6.6,7.0,7.0,6.6,7.0,7.2,6.8,7.2,6.8,21.08
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,CASALE CAROLA,ITA,047 Kururunfa,7.4,7.6,7.6,7.4,7.4,7.8,7.6,7.2,7.8,7.4,7.4,7.6,7.6,7.6,22.6
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,SALCEDO HERMOZA SAIDA KARLEN,PER,099 Unsu,7.6,7.2,7.2,7.4,7.0,7.4,7.2,7.4,7.4,7.2,7.2,7.4,7.8,7.2,21.86
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,KOKUMAI SAKURA,USA,009 Chibana No Kushanku,8.0,7.8,8.0,7.6,7.0,8.6,8.4,7.8,8.2,7.8,7.8,7.0,8.4,8.2,23.8
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,SAYED SARAH,EGY,002 Anan Dai,7.8,7.8,7.6,8.0,7.0,7.4,7.6,7.2,7.6,7.4,7.8,7.2,7.6,7.4,22.82
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,CHIEN HUI-HSUAN,TPE,001 Anan,8.2,8.0,7.6,7.6,7.4,8.2,7.8,8.2,8.0,7.6,7.4,8.0,8.0,8.0,23.58
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,MISKOVA VERONIKA,CZE,068 Papuren,8.4,7.8,7.6,7.6,7.2,8.0,7.8,8.4,8.4,7.4,7.4,7.0,7.8,7.6,23.08
Karate1 Premier League - Dubai 2020,Female Kata, 2 / 4,ANACAN ALEXANDREA,NZL,064 Ohan Dai,7.8,8.0,7.8,7.6,8.0,8.4,8.2,7.8,8.0,7.6,7.4,8.2,8.2,8.2,23.86
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,HESHAM AYA,EGY,021 Gojushiho Sho,7.2,8.2,7.6,7.8,7.4,7.6,7.6,7.6,8.0,7.2,7.6,7.4,7.4,7.6,22.74
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,BAGHERY BAZARDEH NEGIN,IRI,068 Papuren,8.0,7.6,8.2,8.2,7.6,7.8,8.4,7.8,7.4,8.0,7.8,7.6,7.6,8.4,23.76
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,RODRIGUEZ ENCABO LIDIA,ESP,002 Anan Dai,7.8,8.6,8.0,7.6,7.4,7.4,7.4,7.8,8.4,7.6,8.0,7.2,7.2,7.4,22.8
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,NICOSANTI NOEMI,ITA,047 Kururunfa,7.6,7.8,7.8,7.4,8.0,8.0,8.0,7.4,7.6,7.4,7.6,7.8,7.8,8.0,23.42
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,BECHANE IRENE,MOZ,001 Anan,6.8,6.2,6.8,6.6,6.6,7.0,6.6,6.6,5.8,6.4,6.4,6.8,6.8,6.6,19.88
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,KARLSSON MIA,SWE,001 Anan,7.4,5.8,7.2,6.8,7.0,7.2,6.8,6.6,5.6,7.0,6.4,7.0,7.0,7.0,20.88
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,BALCIAROVA DOROTA,SVK,068 Papuren,8.4,8.4,8.4,7.2,7.6,7.8,8.0,8.6,8.0,8.0,7.6,7.4,7.6,8.0,24.02
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,SCORDO SANDY,FRA,021 Gojushiho Sho,8.8,8.4,7.2,7.6,7.8,7.8,7.2,8.8,8.6,6.8,7.6,7.8,7.8,7.8,23.26
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,WONG ADA,KOR,009 Chibana No Kushanku,7.6,6.4,7.4,6.8,6.8,7.4,7.0,7.6,6.0,7.2,6.2,6.8,7.2,7.0,21.14
Karate1 Premier League - Dubai 2020,Female Kata, 3 / 4,LAU MO SHEUNG GRACE,HKG,097 Tomari Bassai,8.4,9.0,8.6,8.6,7.8,7.8,8.2,8.2,9.2,8.8,8.4,7.6,7.6,8.2,25.08
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,PEZZETTI MICHELA,ITA,008 Chatanyara Kushanku,6.6,8.0,7.6,7.0,7.4,6.4,7.2,6.4,7.6,7.4,7.4,7.2,6.6,7.4,21.72
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,OVECKOVA ALZBETA,SVK,068 Papuren,7.2,6.8,7.8,7.6,7.6,7.2,7.2,6.6,6.6,7.6,7.2,7.2,7.4,7.2,21.88
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,SADEGHI DASTAK FATEMEH,IRI,068 Papuren,8.0,8.6,8.0,8.0,8.0,8.0,7.6,7.8,8.2,7.8,7.8,7.8,8.2,7.8,23.82
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,AGALMAM SANAE,MAR,015 Gankaku,8.2,8.8,8.0,8.4,7.6,8.6,7.8,8.0,8.6,7.8,8.2,7.8,8.8,8.0,24.48
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,ELTEMUR DILARA,TUR,002 Anan Dai,8.0,9.0,8.0,8.2,7.6,8.4,7.4,8.0,8.8,7.6,8.2,7.6,8.6,7.6,24.08
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,KWONG JESSICA,USA,001 Anan,7.8,7.4,7.8,7.8,7.8,7.6,7.8,7.6,7.0,7.6,7.8,8.0,7.8,7.8,23.34
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,NGUYEN THI PHUONG,VIE,001 Anan,8.4,7.4,7.6,7.4,7.4,8.6,7.2,8.2,7.0,7.2,7.6,7.8,8.6,7.4,22.52
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,AUGUSTINOVA ZUZANA,CZE,015 Gankaku,8.2,6.8,7.8,7.6,7.6,8.4,8.0,8.2,6.6,7.4,7.4,7.4,8.4,8.2,23.28
Karate1 Premier League - Dubai 2020,Female Kata, 4 / 4,SANCHEZ JAIME SANDRA,ESP,047 Kururunfa,9.0,9.2,8.4,8.6,8.6,9.4,8.2,9.2,9.0,8.2,8.4,8.6,9.6,8.4,26.14
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,D ONOFRIO TERRYANA,ITA,092 Suparinpei,8.0,7.6,7.8,7.6,6.8,7.6,7.8,8.2,7.4,7.6,7.6,8.4,7.2,8.0,23.06
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,ROY RUBIO RAQUEL,ESP,002 Anan Dai,7.8,7.2,8.0,7.8,6.6,7.2,7.8,8.0,7.2,7.8,7.8,7.2,6.8,7.8,22.8
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,AFSANEH MAHSA,IRI,008 Chatanyara Kushanku,7.6,8.0,8.2,7.8,7.4,7.8,7.8,7.6,7.8,8.0,8.0,8.0,7.4,8.0,23.52
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,NGO HA THI,CAN,001 Anan,7.6,8.2,7.6,8.0,6.8,7.4,8.0,7.4,8.2,7.8,8.0,7.4,7.2,8.0,23.2
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,MISKOVA VERONIKA,CZE,008 Chatanyara Kushanku,7.2,7.4,8.2,8.0,8.0,6.8,7.8,7.4,7.4,8.0,7.8,8.2,6.4,7.8,23.14
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,ANACAN ALEXANDREA,NZL,068 Papuren,7.8,8.4,8.4,8.2,7.4,7.4,8.0,7.8,8.0,8.4,8.2,8.2,7.2,8.2,24.12
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,KOKUMAI SAKURA,USA,092 Suparinpei,8.0,8.4,8.2,8.4,8.0,8.0,7.8,7.6,8.4,8.0,8.2,8.2,7.6,7.8,24.14
Karate1 Premier League - Dubai 2020,Female Kata R2-G1, 1 / 1,CHIEN HUI-HSUAN,TPE,064 Ohan Dai,7.8,7.8,7.8,7.8,7.0,7.0,8.0,8.2,7.8,8.0,8.0,7.8,6.8,8.0,23.52
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,NICOSANTI NOEMI,ITA,068 Papuren,6.8,7.4,7.6,7.4,7.8,7.4,7.2,6.8,7.4,7.6,7.4,8.0,7.4,7.2,22.2
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,AGALMAM SANAE,MAR,099 Unsu,6.4,7.0,6.6,7.8,8.2,7.6,6.8,6.6,7.2,7.0,7.6,8.0,7.6,6.8,21.52
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,LAU MO SHEUNG GRACE,HKG,068 Papuren,8.4,8.6,8.4,8.4,8.6,7.8,8.2,8.6,8.6,8.2,8.4,8.4,7.6,8.2,25.14
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,BAGHERY BAZARDEH NEGIN,IRI,092 Suparinpei,7.0,7.8,7.2,8.6,8.0,7.2,7.0,7.0,7.6,7.2,8.6,8.0,7.0,7.0,22.08
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,SANCHEZ JAIME SANDRA,ESP,092 Suparinpei,9.4,8.8,9.0,9.0,9.4,8.4,8.8,9.4,8.8,9.2,8.8,9.2,8.4,8.8,26.8
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,ELTEMUR DILARA,TUR,068 Papuren,7.2,8.2,7.8,8.2,8.8,7.4,8.6,7.2,8.4,8.0,8.4,8.6,7.6,8.6,24.38
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,BALCIAROVA DOROTA,SVK,092 Suparinpei,7.6,7.8,8.2,8.0,8.2,7.2,8.4,7.6,8.2,8.2,8.2,7.8,7.2,8.4,24.06
Karate1 Premier League - Dubai 2020,Female Kata R2-G2, 1 / 1,SADEGHI DASTAK FATEMEH,IRI,002 Anan Dai,8.4,8.0,7.6,8.6,8.4,7.4,7.8,8.6,8.4,8.0,8.8,8.0,7.6,7.8,24.26
Karate1 Premier League - Dubai 2020,Female Kata R3-G1, 1 / 1,ANACAN ALEXANDREA,NZL,065 Oyadomari No Passai,7.8,8.2,7.4,7.6,7.8,7.8,8.6,7.4,7.8,7.2,7.8,7.6,8.0,8.4,23.34
Karate1 Premier League - Dubai 2020,Female Kata R3-G1, 1 / 1,KOKUMAI SAKURA,USA,068 Papuren,8.6,8.6,8.0,8.6,8.2,8.4,9.2,8.4,8.2,8.0,8.4,8.0,8.4,9.0,25.42
Karate1 Premier League - Dubai 2020,Female Kata R3-G1, 1 / 1,AFSANEH MAHSA,IRI,099 Unsu,8.2,8.0,8.2,8.4,8.0,8.6,8.2,8.4,7.6,8.4,8.2,7.8,8.6,8.6,24.72
Karate1 Premier League - Dubai 2020,Female Kata R3-G1, 1 / 1,CHIEN HUI-HSUAN,TPE,047 Kururunfa,8.0,8.4,8.4,8.2,8.4,7.8,8.8,7.8,8.0,8.2,8.0,8.2,8.2,8.4,24.82
Karate1 Premier League - Dubai 2020,Female Kata R3-G2, 1 / 1,SANCHEZ JAIME SANDRA,ESP,068 Papuren,8.2,9.6,9.4,9.6,9.0,9.4,9.2,9.2,9.6,9.4,9.4,8.8,9.2,9.2,27.94
Karate1 Premier League - Dubai 2020,Female Kata R3-G2, 1 / 1,SADEGHI DASTAK FATEMEH,IRI,008 Chatanyara Kushanku,8.4,8.8,8.2,8.4,8.4,8.2,8.4,8.4,9.0,8.2,8.4,8.2,8.2,8.2,25.08
Karate1 Premier League - Dubai 2020,Female Kata R3-G2, 1 / 1,LAU MO SHEUNG GRACE,HKG,092 Suparinpei,8.0,9.2,9.2,8.8,8.8,8.8,8.8,8.2,9.2,9.0,8.8,8.6,8.4,8.6,26.28
Karate1 Premier League - Dubai 2020,Female Kata R3-G2, 1 / 1,ELTEMUR DILARA,TUR,008 Chatanyara Kushanku,8.2,9.2,8.2,8.0,8.6,8.4,8.6,8.0,8.8,8.2,8.0,8.6,8.4,8.4,25.14
Karate1 Premier League - Dubai 2020,Female Kata R4 Bronze Medal Match 1, 1 / 1,CHIEN HUI-HSUAN,TPE,092 Suparinpei,8.4,8.6,8.2,8.6,8.6,8.4,8.2,8.4,8.4,8.2,8.4,8.4,8.2,8.4,25.34
Karate1 Premier League - Dubai 2020,Female Kata R4 Bronze Medal Match 1, 1 / 1,ELTEMUR DILARA,TUR,009 Chibana No Kushanku,8.8,8.2,7.8,8.8,8.8,8.6,8.4,8.6,8.4,8.4,8.6,8.8,8.6,8.8,25.8
Karate1 Premier League - Dubai 2020,Female Kata R4 Bronze Medal Match 2, 1 / 1,AFSANEH MAHSA,IRI,041 Kanku Sho,8.4,8.2,8.6,8.0,8.2,8.4,7.8,8.6,8.4,8.8,8.4,8.0,8.4,8.2,24.92
Karate1 Premier League - Dubai 2020,Female Kata R4 Bronze Medal Match 2, 1 / 1,LAU MO SHEUNG GRACE,HKG,008 Chatanyara Kushanku,8.8,8.6,8.4,8.6,8.8,8.8,8.4,8.8,8.6,8.6,8.6,8.8,8.6,8.6,25.94
Karate1 Premier League - Dubai 2020,Female Kata R4 Gold Medal Match, 1 / 1,KOKUMAI SAKURA,USA,008 Chatanyara Kushanku,8.4,8.6,9.2,8.6,8.8,8.8,8.4,8.2,8.4,9.0,8.6,8.6,8.4,8.2,25.82
Karate1 Premier League - Dubai 2020,Female Kata R4 Gold Medal Match, 1 / 1,SANCHEZ JAIME SANDRA,ESP,043 Kishimoto No Kushanku,9.0,9.2,9.4,9.0,9.6,9.4,8.8,8.8,9.2,9.8,9.0,9.6,9.2,8.8,27.54
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,ALMOSAWI SAYED MOHAMMED,KUW,020 Gojushiho Dai,7.4,8.0,7.0,7.6,7.2,8.0,8.0,7.2,7.6,7.0,7.6,7.4,8.4,7.8,22.88
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,GOKTAS EMRE VEFA,TUR,020 Gojushiho Dai,8.0,8.2,7.0,7.8,7.8,8.4,8.8,7.8,8.2,7.0,7.4,7.6,8.4,8.8,23.88
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,TOZAKI GAKUJI,USA,002 Anan Dai,8.4,7.8,7.6,8.2,7.4,8.6,9.0,8.6,8.4,7.4,7.8,7.2,8.4,9.2,24.46
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,SHAHRJERDI ABOLFAZL,IRI,008 Chatanyara Kushanku,7.8,7.4,7.8,7.2,8.2,8.6,7.8,7.8,7.8,7.6,7.4,8.2,8.6,8.2,23.52
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,DIAZ ANTONIO,VEN,001 Anan,8.2,7.8,8.0,8.0,8.6,8.4,8.8,8.0,7.4,7.8,7.6,8.6,8.4,9.0,24.48
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,CARBONELL LOPEZ JOSE MANUEL,ESP,099 Unsu,7.0,7.4,7.4,6.8,7.0,7.4,7.6,6.8,7.4,7.2,7.4,7.2,7.4,7.8,21.86
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,FABIAN PETER,SVK,001 Anan,7.6,6.8,7.6,7.0,7.6,7.6,8.4,7.4,7.6,7.6,7.0,7.4,8.0,8.6,22.74
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,GALLO GIANLUCA,ITA,099 Unsu,7.4,7.8,8.2,7.8,8.2,7.8,8.2,7.6,7.8,8.0,7.8,8.0,8.2,8.6,23.8
Karate1 Premier League - Dubai 2020,Male Kata, 1 / 4,UJIHARA YUKI,SUI,064 Ohan Dai,7.2,6.4,7.8,7.2,6.8,7.2,7.8,7.4,6.8,7.4,7.0,7.2,7.6,7.6,21.72
Karate1 Premier League - Dubai 2020,Male Kata, 2 / 4,WANG YI-TA,TPE,001 Anan,8.0,7.8,8.2,7.8,7.6,7.4,7.6,8.0,8.0,8.0,8.2,7.6,7.6,8.0,23.44
Karate1 Premier League - Dubai 2020,Male Kata, 2 / 4,PARK HEEJUN,KOR,064 Ohan Dai,8.2,8.0,7.8,7.4,8.0,7.6,7.8,8.2,8.2,7.6,8.0,7.8,7.4,8.2,23.72
Karate1 Premier League - Dubai 2020,Male Kata, 2 / 4,HEYDAROV ROMAN,AZE,020 Gojushiho Dai,7.8,7.8,8.4,8.2,7.6,7.6,7.4,7.6,7.8,8.2,8.0,8.0,7.8,7.8,23.32
Karate1 Premier League - Dubai 2020,Male Kata, 2 / 4,RZAEV MEHMAN,RUS,021 Gojushiho Sho,7.6,7.4,7.4,7.6,7.4,6.8,7.0,7.4,7.6,7.6,7.6,7.4,7.0,7.4,22.26
Karate1 Premier League - Dubai 2020,Male Kata, 2 / 4,ELHAKIMI ADNANE,MAR,099 Unsu,7.4,7.4,7.6,8.2,7.6,7.0,8.0,7.4,7.2,7.8,8.0,7.8,7.2,8.0,22.72
