Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,PARK HEEJUN,KOR,064 Ohan Dai,7.4,8.2,7.6,8.0,8.0,8.0,8.2,7.6,8.0,7.4,8.0,8.2,8.2,7.8,23.94
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,CHENG TSZ MAN CHRIS,HKG,063 Ohan,7.2,7.2,7.0,7.2,7.8,7.8,8.4,7.4,7.0,7.0,7.4,8.0,7.6,8.0,22.26
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,SMOLIGA JULIAN ENRIK,SVK,068 Papuren,7.4,7.2,6.8,6.8,7.6,7.2,7.6,7.2,7.4,6.8,7.0,7.8,7.6,7.2,21.8
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,GHINAMI ALESSIO,ITA,099 Unsu,7.8,8.0,7.4,7.8,8.2,8.2,8.0,8.0,7.6,7.6,7.8,8.4,8.4,7.6,23.68
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,TOZAKI GAKUJI,USA,002 Anan Dai,7.6,8.2,7.2,8.2,8.2,8.2,8.6,8.2,7.2,7.4,8.0,8.2,8.2,8.4,24.54
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,MOTO KAZUMASA,JPN,020 Gojushiho Dai,8.4,9.0,8.2,8.8,8.6,8.6,8.8,8.6,9.2,8.0,8.6,8.6,8.8,8.6,25.94
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,OZDEMIR ENES,TUR,021 Gojushiho Sho,9.0,7.8,8.0,8.4,8.0,8.4,8.4,8.8,8.0,8.4,8.4,8.6,8.8,8.0,24.98
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,CAEIROS JORGE,POR,020 Gojushiho Dai,6.8,7.0,6.4,7.4,7.4,7.4,7.2,7.0,7.4,6.4,7.4,7.6,7.4,7.0,21.66
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,UJIHARA YUKI,SUI,064 Ohan Dai,6.8,7.4,6.6,7.6,7.2,7.6,8.0,7.4,7.6,7.0,7.6,7.6,7.8,7.6,22.38
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,CARBONELL LOPEZ JOSE MANUEL,ESP,021 Gojushiho Sho,7.4,7.4,7.0,7.0,7.8,7.2,8.0,8.0,7.2,6.8,7.0,8.0,7.4,7.8,22.12
Karate1 Premier League - Paris 2020,Male Kata, 3 / 4,ISIC FERRI,MKD,099 Unsu,7.4,6.6,6.4,6.8,7.2,7.0,7.0,7.2,6.8,6.6,6.6,7.4,7.4,6.8,20.8
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,STELCL ADAM,SVK,092 Suparinpei,7.4,6.6,7.4,7.4,7.4,7.4,7.4,7.2,7.0,7.4,7.6,7.2,7.2,7.6,22.08
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,WANG YI-TA,TPE,001 Anan,8.2,7.0,8.0,7.8,8.2,8.2,8.4,8.0,7.4,8.0,7.6,8.0,8.2,8.2,24.28
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,PETRILLO DANIELE,ITA,015 Gankaku,7.4,6.8,7.6,7.2,7.0,7.2,7.6,7.8,7.4,7.6,7.0,6.8,7.4,8.0,21.98
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,GARCIA CUADRADO OSCAR,ESP,068 Papuren,6.8,6.4,7.6,6.8,6.6,6.8,7.0,7.2,6.8,7.4,6.6,6.6,7.2,7.4,20.64
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,DU PLESSIS MICHAEL,RSA,008 Chatanyara Kushanku,7.2,6.0,7.2,6.4,5.2,6.4,6.4,7.2,6.2,7.2,6.6,6.6,6.2,6.4,19.32
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,GOKTAS EMRE VEFA,TUR,041 Kanku Sho,8.6,7.6,8.2,8.6,8.0,8.2,8.4,8.8,7.8,8.2,8.6,8.4,8.4,8.6,24.98
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,PETRONI GABRIELE,ITA,002 Anan Dai,7.0,7.2,7.6,7.0,7.6,7.8,7.6,7.8,7.0,7.6,7.4,7.8,7.6,7.6,22.52
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,TORRES GUTIERREZ ARIEL,USA,001 Anan,8.4,7.4,7.6,7.8,7.8,8.0,8.0,8.4,7.8,7.8,7.8,8.2,8.2,8.2,23.78
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,ALMOSAWI SAYED MOHAMMED,KUW,015 Gankaku,8.6,7.2,7.6,8.4,7.4,6.2,8.2,8.6,7.6,7.4,8.2,7.4,6.4,8.4,23.2
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,ELHAKIMI ADNANE,MAR,099 Unsu,8.4,7.0,8.0,8.8,8.6,6.6,8.4,8.8,7.4,8.0,8.6,8.4,6.4,8.8,24.86
Karate1 Premier League - Paris 2020,Male Kata, 4 / 4,KIYUNA RYO,JPN,063 Ohan,9.0,7.8,8.6,9.2,9.2,8.6,9.4,9.2,8.0,8.6,9.0,9.4,8.4,9.6,26.8
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,HEYDAROV ROMAN,AZE,078 Sansai,7.8,8.4,6.6,8.0,8.2,7.6,8.6,8.2,8.2,6.8,8.0,8.0,7.6,8.4,24.06
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,BUSATO MATTIA,ITA,099 Unsu,9.0,8.2,6.4,8.4,8.4,8.0,8.2,9.0,8.0,6.6,8.4,8.6,8.2,8.0,24.74
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,SHAWKY AHMED,EGY,099 Unsu,8.4,7.8,6.2,7.8,8.0,7.4,7.8,8.2,7.8,6.4,7.8,8.2,7.4,7.8,23.4
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,MONTARELLO ENZO,FRA,015 Gankaku,8.6,7.6,5.8,7.8,8.4,7.8,8.4,8.0,7.6,5.8,8.0,8.4,8.2,8.2,24.06
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,SOFUOGLU ALI,TUR,099 Unsu,9.2,8.6,7.0,8.0,8.6,8.4,9.0,9.0,8.6,7.0,7.8,8.4,8.6,8.6,25.6
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,GALAN LOPEZ SERGIO,ESP,008 Chatanyara Kushanku,8.4,8.2,6.2,8.6,8.2,7.6,8.0,8.6,8.4,6.2,8.6,7.8,7.2,8.0,24.34
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,DIAZ ANTONIO,VEN,092 Suparinpei,9.4,8.4,7.4,8.6,8.8,8.6,9.4,9.2,8.0,7.4,8.8,8.6,8.4,9.0,25.94
Karate1 Premier League - Paris 2020,Male Kata R2-G1, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,001 Anan,9.0,8.8,7.6,8.8,9.2,8.2,9.4,9.4,9.0,7.6,8.8,8.8,8.2,9.2,26.6
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,ELHAKIMI ADNANE,MAR,041 Kanku Sho,8.2,7.8,8.4,8.6,8.2,7.0,7.2,8.4,7.6,8.4,8.6,8.0,7.2,7.0,24.14
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,OZDEMIR ENES,TUR,041 Kanku Sho,8.6,8.6,8.8,8.4,8.6,6.8,6.8,8.8,8.4,8.6,8.6,8.4,7.4,7.6,25.54
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,PARK HEEJUN,KOR,068 Papuren,7.2,8.0,9.2,8.4,8.8,8.6,7.6,7.4,8.0,9.4,8.4,8.2,8.8,7.4,24.88
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,KIYUNA RYO,JPN,001 Anan,9.2,9.6,9.8,8.8,9.2,8.8,8.4,9.4,9.4,9.8,8.8,9.2,9.0,7.8,27.32
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,MOTO KAZUMASA,JPN,021 Gojushiho Sho,8.6,9.2,9.6,9.0,9.0,8.8,8.2,8.8,9.2,9.6,8.8,9.0,8.8,7.6,26.74
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,GOKTAS EMRE VEFA,TUR,099 Unsu,8.8,9.4,8.8,8.6,8.4,7.6,7.8,9.0,9.4,9.0,8.8,8.2,7.8,8.0,25.86
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,TOZAKI GAKUJI,USA,064 Ohan Dai,8.4,9.0,8.8,8.4,8.8,8.6,7.4,8.4,8.8,8.8,8.4,8.4,8.8,8.0,25.74
Karate1 Premier League - Paris 2020,Male Kata R2-G2, 1 / 1,WANG YI-TA,TPE,002 Anan Dai,8.6,8.8,8.4,8.4,8.4,7.8,7.6,8.6,8.8,8.4,8.6,7.8,8.2,7.6,25.2
Karate1 Premier League - Paris 2020,Male Kata R3-G1, 1 / 1,BUSATO MATTIA,ITA,015 Gankaku,8.8,9.0,8.2,8.4,8.2,8.4,8.4,9.0,8.8,8.2,8.6,8.0,8.4,8.2,25.2
Karate1 Premier League - Paris 2020,Male Kata R3-G1, 1 / 1,DIAZ ANTONIO,VEN,002 Anan Dai,8.4,8.4,8.4,8.8,8.6,8.2,8.6,8.4,8.6,8.4,8.4,8.2,8.0,8.4,25.34
Karate1 Premier League - Paris 2020,Male Kata R3-G1, 1 / 1,SOFUOGLU ALI,TUR,021 Gojushiho Sho,9.0,9.0,8.6,8.6,9.0,8.8,8.8,9.2,9.0,8.6,8.6,9.2,8.6,8.6,26.48
Karate1 Premier League - Paris 2020,Male Kata R3-G1, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,002 Anan Dai,9.4,8.8,8.8,9.2,8.8,9.0,9.0,9.4,9.4,8.8,9.0,8.6,9.2,8.8,26.86
Karate1 Premier League - Paris 2020,Male Kata R3-G2, 1 / 1,GOKTAS EMRE VEFA,TUR,020 Gojushiho Dai,8.8,7.8,8.6,8.6,8.6,8.4,8.2,9.0,8.0,8.2,8.8,8.8,8.6,8.0,25.6
Karate1 Premier League - Paris 2020,Male Kata R3-G2, 1 / 1,TOZAKI GAKUJI,USA,092 Suparinpei,9.0,8.0,8.2,8.4,8.4,8.6,8.4,8.6,7.8,8.4,8.4,8.4,8.4,8.0,25.2
Karate1 Premier League - Paris 2020,Male Kata R3-G2, 1 / 1,MOTO KAZUMASA,JPN,015 Gankaku,9.2,8.6,9.2,9.0,8.8,8.8,8.6,9.2,8.4,9.0,9.2,8.8,9.0,8.4,26.66
Karate1 Premier League - Paris 2020,Male Kata R3-G2, 1 / 1,KIYUNA RYO,JPN,064 Ohan Dai,9.6,8.8,9.2,9.6,9.2,9.0,9.4,9.6,9.0,9.6,9.8,9.0,9.2,9.0,27.8
Karate1 Premier League - Paris 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,SOFUOGLU ALI,TUR,041 Kanku Sho,8.8,8.4,9.0,8.4,8.8,8.8,8.8,8.6,8.2,9.2,8.4,8.8,8.8,8.6,26.28
Karate1 Premier League - Paris 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,GOKTAS EMRE VEFA,TUR,015 Gankaku,8.6,8.6,9.2,8.6,8.6,8.6,8.6,8.4,8.4,9.4,8.8,9.0,8.6,8.6,25.86
Karate1 Premier League - Paris 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,DIAZ ANTONIO,VEN,061 Nipaipo,8.8,8.8,9.2,8.6,8.6,8.8,8.8,8.4,8.4,9.0,8.4,8.6,9.0,8.6,26.16
Karate1 Premier League - Paris 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,MOTO KAZUMASA,JPN,099 Unsu,9.4,9.4,9.6,9.0,9.4,9.0,9.2,9.2,9.4,9.4,9.2,9.4,9.2,9.0,27.94
Karate1 Premier League - Paris 2020,Male Kata R4 Gold Medal Match, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,092 Suparinpei,9.0,9.2,8.4,9.4,9.6,8.6,9.0,8.8,9.2,8.2,9.2,9.4,8.6,8.8,27.08
Karate1 Premier League - Paris 2020,Male Kata R4 Gold Medal Match, 1 / 1,KIYUNA RYO,JPN,002 Anan Dai,9.6,9.6,9.0,9.6,10.0,9.6,9.4,9.4,9.6,8.8,9.4,10.0,9.6,9.4,28.68
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,ARMADA RUIZ ANDREA,VEN,Sochin,7.4,7.0,8.2,6.8,7.8,7.8,7.8,7.2,6.8,8.0,7.0,7.8,7.6,7.6,22.82
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,FERACCI ALEXANDRA,FRA,047 Kururunfa,7.6,8.2,8.6,8.0,7.6,8.4,6.8,7.2,7.8,8.4,8.2,8.0,8.2,6.8,23.86
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,CUKANOVA MICHAELA,SVK,068 Papuren,7.6,7.6,8.0,7.4,7.4,7.4,6.6,7.6,7.4,7.8,7.4,7.4,7.8,6.4,22.4
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,CASALE CAROLA,ITA,047 Kururunfa,8.0,7.6,8.8,8.4,8.2,8.6,7.4,8.2,7.8,8.4,8.4,8.0,8.6,7.2,24.6
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,JOVANOSKA PULEKSENIJA,MKD,002 Anan Dai,7.6,7.2,8.0,7.8,7.4,7.6,7.2,7.4,7.4,7.6,8.2,7.6,7.4,7.2,22.54
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,AUGUSTINOVA ZUZANA,CZE,015 Gankaku,7.8,7.6,7.8,8.2,8.0,7.6,8.0,8.0,7.4,7.6,7.6,7.8,7.0,7.6,23.36
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,JUETTNER JASMIN,GER,078 Sansai,8.0,7.0,8.2,8.6,7.8,8.0,8.2,7.6,7.2,8.0,8.2,7.6,7.8,7.8,23.9
Karate1 Premier League - Madrid 2019,Female Kata, 1 / 8,IWAMOTO EMIRI,JPN,001 Anan,8.2,8.4,8.6,8.6,8.2,8.8,8.4,8.0,8.2,8.2,8.8,8.0,8.8,7.6,25.1
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,MLADEZIC BOJANA,SRB,021 Gojushiho Sho,6.8,7.8,7.8,7.6,7.6,7.6,6.8,6.6,7.6,7.8,7.4,7.8,7.6,6.6,22.74
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,KIUK VLATKA,CRO,001 Anan,6.4,7.0,7.2,7.2,7.8,7.2,6.6,6.2,6.8,7.4,7.2,7.6,7.2,6.8,21.34
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,NGO HA THI,CAN,002 Anan Dai,7.2,8.0,8.2,7.8,7.6,8.0,7.2,7.0,7.8,8.2,7.8,7.8,8.0,7.2,23.4
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,UGAI MIZUKI,JPN,047 Kururunfa,8.2,8.4,8.6,8.2,8.0,8.2,7.6,8.0,8.2,8.4,8.0,7.8,7.8,7.4,24.36
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,OHUCHI MIRISA,JPN,068 Papuren,8.6,7.4,8.4,8.0,8.2,8.6,7.8,8.4,7.6,8.0,8.0,8.0,8.2,7.8,24.42
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,PAYNE NATALIE,ENG,068 Papuren,7.0,7.4,8.0,7.8,7.8,8.4,7.0,6.8,7.6,8.4,8.0,7.6,8.0,6.8,23.06
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,RODRIGUEZ ENCABO LIDIA,ESP,068 Papuren,7.2,8.0,8.4,7.8,8.0,8.6,6.6,7.0,7.6,8.4,8.0,8.2,8.4,6.6,23.8
Karate1 Premier League - Madrid 2019,Female Kata, 2 / 8,BOTTARO VIVIANA,ITA,009 Chibana No Kushanku,8.4,7.6,8.8,8.2,7.8,8.4,7.4,8.4,7.8,8.8,8.0,8.0,8.0,7.4,24.28
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,CHIEN HUI-HSUAN,TPE,001 Anan,7.6,7.4,7.8,8.4,6.8,7.8,7.2,7.4,7.2,7.6,8.6,6.8,7.6,7.2,22.62
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,STERCK LAURA,HUN,002 Anan Dai,6.6,7.0,7.6,7.8,6.4,7.4,6.8,6.6,6.6,7.8,8.0,6.2,7.4,6.6,21.02
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,FURSAVA MARYIA,BLR,068 Papuren,7.0,7.8,8.0,8.0,6.6,8.2,6.6,6.8,8.0,8.0,8.2,6.4,8.0,7.0,22.86
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,ISHIBASHI SAORI,JPN,099 Unsu,8.2,7.6,7.8,8.8,6.8,7.8,7.8,8.0,7.8,8.0,9.4,6.4,8.0,8.0,23.58
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,SHIMIZU NATSUKI,JPN,047 Kururunfa,8.0,8.0,7.8,8.4,7.0,8.4,8.0,8.0,7.8,7.8,8.4,6.8,8.4,7.8,23.88
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,D ONOFRIO TERRYANA,ITA,047 Kururunfa,8.2,7.6,8.0,8.2,6.8,7.8,7.4,8.2,7.4,7.8,8.4,6.8,8.0,7.0,23.34
Karate1 Premier League - Madrid 2019,Female Kata, 3 / 8,KOKUMAI SAKURA,USA,047 Kururunfa,8.6,7.8,7.8,8.6,7.0,7.8,7.6,8.4,7.4,7.8,9.0,6.8,7.8,7.8,23.4
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,FERNANDES NATACHA,POR,068 Papuren,7.0,6.8,7.6,7.2,8.0,7.2,7.8,7.2,7.0,7.2,7.2,8.4,6.8,7.8,21.88
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,TAIRA SAE,JPN,020 Gojushiho Dai,8.4,7.4,7.4,8.2,8.6,7.4,8.2,8.2,7.0,7.6,8.0,9.0,7.0,8.0,23.74
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,ARANDA JAVES INGRID LIZBETH,PER,099 Unsu,8.0,6.8,7.8,7.6,8.2,7.4,8.0,8.2,7.2,7.4,7.4,8.4,7.6,8.0,23.28
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,ROY RUBIO RAQUEL,ESP,068 Papuren,8.6,7.6,7.6,7.8,8.8,7.6,8.2,8.8,7.6,8.0,7.6,9.2,7.8,8.0,23.66
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,PIVI LISA,ITA,002 Anan Dai,7.8,6.8,7.6,7.4,7.8,7.2,7.8,8.0,6.8,7.4,7.4,8.2,7.4,7.6,22.68
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,WAGLUND LINA,SWE,092 Suparinpei,6.8,7.0,7.0,6.8,8.4,6.8,7.6,7.0,6.6,6.4,6.6,8.6,6.6,7.8,20.62
Karate1 Premier League - Madrid 2019,Female Kata, 4 / 8,SHIMIZU KIYOU,JPN,065 Oyadomari No Passai,9.4,8.8,8.2,8.6,9.0,8.2,8.8,9.2,8.6,8.4,8.4,9.2,8.0,9.0,26.14
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,KWONG JESSICA,USA,001 Anan,7.2,8.0,7.8,8.0,7.4,7.6,7.4,7.0,7.8,7.8,8.2,7.2,7.4,7.4,22.74
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,KOKUBO URARA,JPN,092 Suparinpei,7.4,7.8,8.0,8.2,7.8,8.2,8.0,7.0,8.0,7.6,8.0,7.4,8.2,8.0,23.74
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,KARLSSON MIA,SWE,001 Anan,6.8,7.4,7.4,7.8,7.8,7.4,7.0,6.8,7.4,7.4,7.8,7.4,7.4,7.0,22.2
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,ESCUDERO SOLIS NURIA,ESP,068 Papuren,7.0,7.6,7.8,7.6,8.2,8.0,7.8,6.6,7.8,7.6,7.8,8.0,8.0,7.8,23.26
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,MOTA NICOLE,BRA,068 Papuren,6.6,7.0,7.4,8.2,8.0,7.2,6.8,6.8,7.2,7.6,8.0,7.8,7.0,6.8,21.66
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,CONTRERAS APODACA PAMELA,MEX,008 Chatanyara Kushanku,6.6,6.8,7.0,7.6,7.4,7.0,6.6,6.8,6.8,7.2,7.6,7.2,6.8,6.6,20.8
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,SITTHIWONG PRAIFAH,THA,068 Papuren,6.4,7.2,7.6,7.4,7.4,7.6,7.2,6.8,7.2,7.6,7.6,7.4,7.4,7.2,22.0
Karate1 Premier League - Madrid 2019,Female Kata, 5 / 8,ONO HIKARU,JPN,047 Kururunfa,7.6,8.6,8.6,8.6,8.4,8.4,8.4,7.8,8.6,8.8,8.4,8.2,8.6,8.4,25.4
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,ONO MAHO,JPN,001 Anan,7.6,8.2,8.2,8.2,8.2,8.0,8.4,7.6,8.2,8.0,8.4,8.2,8.0,8.6,24.54
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,AGALMAM SANAE,MAR,099 Unsu,7.4,6.8,7.0,7.0,6.8,7.2,7.0,7.4,6.8,7.2,7.6,7.6,7.0,7.6,21.36
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,VAN LOKVEN SAMANTHA,NED,068 Papuren,7.2,6.6,7.2,7.2,6.4,6.6,6.8,7.2,6.6,6.8,7.4,6.6,6.4,7.2,20.6
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,RUTHVEN EMMA,SCO,068 Papuren,7.0,7.2,6.8,6.8,6.8,7.0,7.4,7.0,7.2,6.6,7.2,6.8,7.2,7.4,20.98
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,MARK MELINDA,SUI,008 Chatanyara Kushanku,6.8,7.4,7.4,7.6,7.0,7.4,7.0,7.0,7.4,7.2,7.2,7.0,7.2,7.2,21.74
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,PEZZETTI MICHELA,ITA,008 Chatanyara Kushanku,8.0,7.0,7.2,7.2,7.2,7.4,7.6,7.8,7.0,6.8,7.4,7.4,7.2,7.8,21.86
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,BAGHERY BAZARDEH NEGIN,IRI,068 Papuren,8.0,7.8,7.6,7.6,7.8,7.6,7.8,7.8,7.8,7.4,7.8,8.2,7.8,8.0,23.26
Karate1 Premier League - Madrid 2019,Female Kata, 6 / 8,LAU MO SHEUNG GRACE,HKG,097 Tomari Bassai,7.4,8.4,7.8,8.0,8.4,8.0,8.0,7.2,8.4,8.0,8.2,8.4,8.2,8.2,24.18
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,MISKOVA VERONIKA,CZE,068 Papuren,6.8,7.6,7.8,7.8,7.8,7.8,7.2,7.0,7.4,7.4,7.6,7.6,7.6,7.0,22.96
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,FABREGAS-ECEIZA I ARAKI FRANCESCA,ESP,068 Papuren,6.6,7.2,7.8,7.2,7.2,6.8,6.8,6.8,7.4,7.2,7.0,7.2,6.6,6.8,21.14
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,HERNANDEZ VALERYA,VEN,002 Anan Dai,7.0,7.6,8.2,7.6,7.4,7.2,7.4,7.2,7.6,8.2,7.2,7.4,7.0,7.2,22.22
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,OVECKOVA ALZBETA,SVK,001 Anan,7.2,7.2,8.2,7.8,7.8,7.4,7.4,7.0,7.0,7.8,7.2,7.8,7.2,7.2,22.3
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,SEIWADA MASAMI,JPN,047 Kururunfa,7.6,7.8,8.8,8.4,8.6,9.4,8.0,7.8,7.8,8.8,8.4,8.4,9.2,8.0,24.94
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,NICOSANTI NOEMI,ITA,002 Anan Dai,7.0,8.0,8.2,7.6,7.6,8.0,7.8,7.2,7.8,8.2,7.8,7.4,8.6,7.6,23.34
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,ANACAN ALEXANDREA,NZL,068 Papuren,7.2,7.6,8.0,7.4,8.0,8.6,7.6,7.4,7.8,8.2,7.0,7.8,8.2,7.4,23.14
Karate1 Premier League - Madrid 2019,Female Kata, 7 / 8,ELTEMUR DILARA,TUR,002 Anan Dai,7.8,7.8,8.4,8.2,8.2,8.4,7.8,8.0,8.0,8.4,8.2,8.0,8.0,7.6,24.14
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,UMEKAGE YUI,JPN,Suparinpei,7.8,7.8,8.2,8.4,8.4,8.2,7.6,7.0,7.6,8.0,8.2,8.4,8.4,7.6,24.08
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,GALASSI MATILDE,ITA,002 Anan Dai,7.8,7.2,7.6,6.8,7.6,7.6,7.8,7.6,7.2,7.6,7.0,7.6,7.4,7.6,22.62
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,SIMONIC MASA,SLO,068 Papuren,7.2,6.6,7.4,6.6,7.2,6.8,7.2,7.2,6.8,7.4,6.8,7.0,6.4,7.2,21.14
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,SCORDO SANDY,FRA,099 Unsu,7.8,7.4,8.0,7.8,8.2,8.0,7.8,7.8,7.2,8.2,7.6,8.0,7.6,7.6,23.42
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,SALCEDO HERMOZA SAIDA KARLEN,PER,099 Unsu,7.4,7.0,7.8,6.4,7.4,8.2,7.2,7.2,7.2,7.6,6.6,7.4,8.0,7.0,21.94
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,ESPARTEIRO PATRICIA,POR,068 Papuren,8.0,7.2,8.4,7.8,7.8,8.8,7.4,8.0,7.2,8.2,8.0,7.6,8.6,7.2,23.6
Karate1 Premier League - Madrid 2019,Female Kata, 8 / 8,SANCHEZ JAIME SANDRA,ESP,047 Kururunfa,8.4,8.4,8.8,9.2,9.0,9.2,8.0,8.4,8.2,8.6,9.0,8.8,9.4,8.0,26.08
Karate1 Premier League - Madrid 2019,Female Kata R2-G1, 1 / 1,UGAI MIZUKI,JPN,068 Papuren,7.8,7.8,8.2,7.8,8.2,8.2,8.6,7.6,7.4,7.6,7.8,8.2,8.4,8.4,24.02
Karate1 Premier League - Madrid 2019,Female Kata R2-G1, 1 / 1,CASALE CAROLA,ITA,068 Papuren,8.0,7.8,8.6,7.4,8.0,7.8,8.4,7.8,7.8,8.4,7.6,8.0,8.0,8.6,23.8
Karate1 Premier League - Madrid 2019,Female Kata R2-G1, 1 / 1,FERACCI ALEXANDRA,FRA,008 Chatanyara Kushanku,7.6,7.6,8.2,8.2,7.6,8.2,8.0,8.0,8.0,8.0,8.0,7.8,8.2,8.0,23.86
Karate1 Premier League - Madrid 2019,Female Kata R2-G1, 1 / 1,RODRIGUEZ ENCABO LIDIA,ESP,002 Anan Dai,8.2,7.8,7.8,8.0,7.8,7.6,8.2,8.0,7.4,7.8,8.2,7.8,7.4,8.2,23.6
